Elspot flow SE in MWh/h;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data was last updated 09-11-2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Hours;SE2 > SE3;SE3 > SE2;SE3 > SE4;SE4 > SE3;SE4 > DK2;DK2 > SE4;SE3 > NO1;NO1 > SE3;SE3 > DK1;DK1 > SE3;SE1 > FI;FI > SE1;SE3 > FI;FI > SE3;SE > FI;FI > SE;SE1 > SE2;SE2 > SE1;SE2 > NO3;NO3 > SE2;SE1 > NO4;NO4 > SE1;SE2 > NO4;NO4 > SE2;SE4 > PL;PL > SE4;SE4 > LT;LT > SE4;SE4 > DE;DE > SE4
16-03-2019;23 - 00;1521,5;0;0;0;0;1082;1415,8;0;0;471;180;0;1113,3;0;1293,3;0;0;0;650;0;440,9;0;0;0;0;0;0;317;0;71
17-03-2019;00 - 01;0;77;0;417,9;0;842;1133;0;0;367;0;0;961,8;0;961,8;0;0;91,9;650;0;600;0;0;0;0;297;0;335,3;0;71
17-03-2019;01 - 02;0;590,7;0;406,4;0;746;1014;0;0;325;0;0;807,7;0;807,7;0;0;300,7;650;0;600;0;0;0;0;263;0;307;0;71
17-03-2019;02 - 03;0;937;0;458,4;0;703;962;0;0;306;0;0;755,8;0;755,8;0;0;597,2;650;0;600;0;0;0;0;248;0;290;0;71
17-03-2019;03 - 04;0;1021,2;0;482,9;0;672;924;0;0;293;0;0;867,7;0;867,7;0;0;745;650;0;600;0;0;0;0;237;0;221;0;71
17-03-2019;04 - 05;0;1013,9;0;425,8;0;683;936;0;0;297;0;0;972,7;0;972,7;0;0;753,8;650;0;600;0;0;0;0;241;0;98;0;71
17-03-2019;05 - 06;0;980;0;464,3;0;700;958;0;0;305;0;0;986,1;0;986,1;0;0;794,5;650;0;600;0;0;0;0;247;0;103;0;71
17-03-2019;06 - 07;0;921,4;0;453,2;0;687;941;0;0;299;0;0;906,4;0;906,4;0;0;819,3;650;0;600;0;0;0;0;242;0;122,4;0;71
17-03-2019;07 - 08;0;659,9;0;439,2;0;709;969;0;0;309;0;0;1032,7;0;1032,7;0;0;849,9;650;0;600;0;0;0;0;250;0;104,3;0;71
17-03-2019;08 - 09;142,2;0;0;33,5;0;730;994;0;0;318;104,1;0;1200;0;1304,1;0;0;615,7;650;0;600;0;0;0;0;0;0;0;0;71
17-03-2019;09 - 10;779,2;0;222,3;0;0;806;1089;0;0;351;356,2;0;1200;0;1556,2;0;0;447;650;0;600;0;0;0;235;0;0;0;0;71
17-03-2019;10 - 11;1173,5;0;335,1;0;0;869;1167;0;0;378;286,9;0;1200;0;1486,9;0;0;281,8;650;0;600;0;0;0;333;0;0;0;0;71
17-03-2019;11 - 12;1098;0;141,5;0;0;878;1177;0;0;382;295,8;0;1200;0;1495,8;0;0;414,3;650;0;600;0;0;0;97,3;0;0;0;0;71
17-03-2019;12 - 13;1028,3;0;9,8;0;0;916;1224;0;0;399;158;0;1200;0;1358;0;0;308,4;650;0;600;0;0;0;0;0;0;6,6;0;71
17-03-2019;13 - 14;1030,1;0;27,3;0;0;889;1190;0;0;387;287,2;0;1200;0;1487,2;0;0;408,8;650;0;600;0;0;0;38,4;0;0;0;0;71
17-03-2019;14 - 15;1048,2;0;0;0;0;876;1174;0;0;381;265;0;1200;0;1465;0;0;461,5;650;0;600;0;0;0;87,8;0;0;0;0;71
17-03-2019;15 - 16;1213,1;0;0;0;0;912;1219;0;0;397;168,7;0;1200;0;1368,7;0;0;346;650;0;600;0;0;0;154,1;0;0;0;0;71
17-03-2019;16 - 17;1718;0;288,4;0;0;899;1203;0;0;391;118;0;1200;0;1318;0;0;96,4;650;0;600;0;0;0;402;0;0;0;0;71
17-03-2019;17 - 18;2158,9;0;612,8;0;0;968;1288;0;0;421;633,4;0;891,7;0;1525,1;0;0;0;650;0;600;0;0;0;600;0;65,5;0;0;71
17-03-2019;18 - 19;2268;0;764,7;0;0;1036;1372;0;0;451;1040,6;0;554,6;0;1595,2;0;0;0;650;0;600;0;0;0;600;0;103,6;0;0;71
17-03-2019;19 - 20;2189,2;0;806,2;0;0;932;1244;0;0;406;786,9;0;529,9;0;1316,8;0;0;0;650;0;600;0;0;0;600;0;34,7;0;0;71
17-03-2019;20 - 21;1898,5;0;716,4;0;0;790;1068;0;0;344;195;0;755,5;0;950,5;0;0;0;650;0;600;0;0;0;600;0;0;59,6;0;71
17-03-2019;21 - 22;1466,4;0;600,2;0;0;689;944;0;0;300;0;0;942,4;0;942,4;0;0;20,3;650;0;600;0;0;0;600;0;0;85,1;0;71
17-03-2019;22 - 23;715,9;0;88,6;0;0;588;820;0;0;256;0;0;1008,7;0;1008,7;0;0;491,2;650;0;600;0;0;0;99;0;0;49,1;0;71
17-03-2019;23 - 00;140,8;0;0;82,3;0;578;807;0;0;251;0;0;639,1;0;639,1;0;0;503,9;650;0;600;0;0;0;0;0;0;1,4;0;71
18-03-2019;00 - 01;0;538,1;0;157,7;0;475;681;0;0;207;0;0;317,3;0;317,3;0;0;662,7;650;0;600;0;0;0;0;0;0;92,5;0;71
18-03-2019;01 - 02;0;615,3;0;218,1;0;454;655;0;0;198;0;0;177,5;0;177,5;0;0;643,6;650;0;600;0;0;0;0;22,7;0;126,5;0;71
18-03-2019;02 - 03;0;658,7;0;334,9;0;464;667;0;0;202;0;0;149;0;149;0;0;637,1;650;0;600;0;0;0;0;164;0;86,8;0;71
18-03-2019;03 - 04;0;685,4;0;406,7;0;459;661;0;0;200;0;0;104,9;0;104,9;0;0;618,6;650;0;600;0;0;0;0;162;0;189;0;71
18-03-2019;04 - 05;110;0;0;228,2;0;530;748;0;0;230;0;0;740,2;0;740,2;0;0;82;650;0;600;0;0;0;0;187;0;0;0;71
18-03-2019;05 - 06;830,2;0;447,6;0;0;606;593,6;0;0;264;1277,4;0;679,7;0;1957,1;0;0;0;650;0;0;0;0;0;0;0;353,2;0;0;71
18-03-2019;06 - 07;2944,7;0;1589,8;0;0;746,2;135,3;0;0;342;1510;0;928,7;0;2438,7;0;494,1;0;109,1;0;75,7;0;0;0;600;0;506,8;0;0;6,9
18-03-2019;07 - 08;5144,3;0;3977,9;0;649,8;0;0;1087,7;0;342;1510;0;1200;0;2710;0;1335,9;0;0;277,1;0;0;0;0;400;0;700;0;593,1;0
18-03-2019;08 - 09;4582,2;0;2340,5;0;0;552,1;173,5;0;0;740;1510;0;1200;0;2710;0;1065,5;0;0,1;0;44,4;0;0;0;400;0;700;0;0;0
18-03-2019;09 - 10;4201,3;0;1477,6;0;0;1257;633,1;0;0;740;1510;0;1200;0;2710;0;740,5;0;85,6;0;172,8;0;0;0;300;0;700;0;0;71
18-03-2019;10 - 11;4195,5;0;1410,2;0;0;1272,2;731,4;0;0;740;1510;0;1200;0;2710;0;713;0;69,7;0;164,2;0;0;0;200;0;700;0;0;71
18-03-2019;11 - 12;3907,9;0;1469,1;0;0;1244,5;547,3;0;0;740;1510;0;1200;0;2710;0;606,1;0;135,1;0;200,9;0;0;0;200;0;700;0;0;71
18-03-2019;12 - 13;3951,4;0;1514,7;0;0;1225,3;707,7;0;0;740;1510;0;1200;0;2710;0;576,8;0;115;0;172,2;0;0;0;200;0;700;0;0;71
18-03-2019;13 - 14;3989,3;0;1571,3;0;0;1159,6;873,2;0;0;740;1510;0;1200;0;2710;0;535,8;0;126,4;0;150,1;0;0;0;200;0;700;0;0;71
18-03-2019;14 - 15;3948,8;0;1577,3;0;0;1150,8;879,9;0;0;740;1510;0;1200;0;2710;0;493,4;0;172,6;0;172;0;0;0;200;0;700;0;0;71
18-03-2019;15 - 16;3956,4;0;1593,7;0;0;1144,6;953,5;0;0;740;1510;0;1200;0;2710;0;472,8;0;193,6;0;185,9;0;0;0;200;0;700;0;0;71
18-03-2019;16 - 17;4112,9;0;1777;0;0;1074,2;955,9;0;0;740;1510;0;1200;0;2710;0;523,3;0;165,1;0;164,2;0;0;0;300;0;700;0;0;71
18-03-2019;17 - 18;4877,3;0;2239,6;0;0;877,8;752,2;0;0;466,7;1510;0;1200;0;2710;0;846,8;0;0;59;0;0;0;0;400;0;700;0;0;71
18-03-2019;18 - 19;5720,3;0;4396,3;0;525,3;0;0;666,3;0;451,6;1510;0;1200;0;2710;0;1215,9;0;0;327,9;0;0;0;0;400;0;700;0;524,9;0
18-03-2019;19 - 20;5885,1;0;4319,2;0;847,1;0;0;366,1;0;0;1510;0;889,6;0;2399,6;0;1378,7;0;0;271,1;0;0;0;0;500;0;100;0;615;0
18-03-2019;20 - 21;5296,9;0;4228,1;0;826,5;0;123,2;0;0;0;1530;0;124,8;0;1654,8;0;1152,6;0;0;0;0;0;0;0;600;0;15,7;0;600;0
18-03-2019;21 - 22;4478,6;0;2470;0;0;0;1265;0;0;0;1530;0;367,5;0;1897,5;0;752;0;176,3;0;189,6;0;0;0;600;0;0;146,7;0;0
18-03-2019;22 - 23;3358,2;0;1655,9;0;199,4;0;1186;0;600;0;1530;0;61,9;0;1591,9;0;385,8;0;585,7;0;385,3;0;0;0;0;0;0;396;0;0
18-03-2019;23 - 00;2298,1;0;329,1;0;0;700,6;1059;0;0;0;327,7;0;1200;0;1527,7;0;0;34;650;0;600;0;0;0;0;303;0;354;0;0
19-03-2019;00 - 01;1903,9;0;559,3;0;0;400,1;1100;0;0;0;0;0;1048,9;0;1048,9;0;0;143,3;650;0;600;0;0;0;0;315;0;368;0;0
19-03-2019;01 - 02;1822,1;0;675,9;0;0;241,6;1148;0;0;0;0;0;863,9;0;863,9;0;0;155,5;650;0;600;0;0;0;0;329;0;384;0;0
19-03-2019;02 - 03;1768,8;0;569,2;0;0;356,8;1164;0;0;0;0;0,1;846,5;0;846,4;0;0;163;650;0;600;0;0;0;0;333;0;389;0;0
19-03-2019;03 - 04;1741,3;0;562,4;0;0;398,1;1181;0;0;281,9;0;0;1009;0;1009;0;0;181,7;650;0;600;0;0;0;0;338;0;395;0;0
19-03-2019;04 - 05;1843,1;0;329;0;0;657,9;1270;0;0;287;537,1;0;1200;0;1737,1;0;0;178,3;649,9;0;390,3;0;0;0;0;295,2;0;424;0;71
19-03-2019;05 - 06;2941,3;0;1365,4;0;0;831,9;1036,6;0;0;93,8;1470;0;950,3;0;2420,3;0;33,1;0;207,5;0;0;0;0;0;114,6;0;176;0;0;71
19-03-2019;06 - 07;5548,2;0;4853,1;0;703,9;0;0;1003,4;0;93,8;1470;0;923,2;0;2393,2;0;1185,6;0;0;412,5;0;100,5;0;0;600;0;562,9;0;529;0
19-03-2019;07 - 08;6074,8;0;4532,1;0;691,3;0;0;725,1;0;0,1;1470;0;528;0;1998;0;1703,9;0;0;300,1;0;291,7;0;0;600;0;440,2;0;0;0
19-03-2019;08 - 09;5753,1;0;4012,5;0;0;0;0;752,2;0;0;1470;0;515,2;0;1985,2;0;1574,7;0;0;240;0;197,4;0;0;600;0;539,2;0;0;0
19-03-2019;09 - 10;5396,3;0;4080;0;0;0;0;1119,8;0;71,1;1470;0;812,3;0;2282,3;0;1378,4;0;0;263,4;0;145,9;0;0;600;0;700;0;0;0
19-03-2019;10 - 11;5049,9;0;3856,4;0;0;169,3;0;1006,8;0;537,6;1470;0;1169,6;0;2639,6;0;1207,9;0;0;254,9;0;67,9;0;0;600;0;700;0;0;0
19-03-2019;11 - 12;4730,5;0;3633,2;0;0;255,1;0;774;0;740;1470;0;1152,1;0;2622,1;0;1156,1;0;0;236,2;0;47;0;0;600;0;700;0;0;0
19-03-2019;12 - 13;4672,6;0;3558,1;0;0;55,4;0;721,8;0;740;1470;0;1200;0;2670;0;1144;0;0;256,5;0;52,8;0;0;600;0;700;0;0;141,5
19-03-2019;13 - 14;4432,3;0;3405,5;0;0;80,9;0;696,1;0;740;1470;0;1200;0;2670;0;1085,4;0;0;223,4;0;16,4;0;0;600;0;700;0;0;207,2
19-03-2019;14 - 15;4213,6;0;3003,8;0;0;128,1;0;452,6;0;740;1470;0;1200;0;2670;0;1035,7;0;0;201,9;0;1,6;0;0;600;0;700;0;0;512
19-03-2019;15 - 16;4255;0;3160,6;0;0;471,3;0;790,2;0;429,6;1470;0;1084,3;0;2554,3;0;1064,1;0;0;246,9;0;33,6;0;0;600;0;700;0;0;0
19-03-2019;16 - 17;4546,5;0;3632,6;0;0;14,8;0;944,8;0;404;1470;0;996;0;2466;0;1163,1;0;0;367;0;101,1;0;0;600;0;700;0;0;0
19-03-2019;17 - 18;4985,3;0;4951,4;0;1258,7;0;0;2017,1;0;404;1470;0;855,5;0;2325,5;0;1372,5;0;0;600;0;275,3;0;0;600;0;567,7;0;0;0
19-03-2019;18 - 19;5121,2;0;4245;0;639,3;0;0;2040,5;18,6;0;1470;0;946,3;0;2416,3;0;1539;0;0;600;0;421,8;0;0;600;0;277,6;0;0;0
19-03-2019;19 - 20;5348,3;0;4679,3;0;1300;0;0;2011,4;618,6;0;1396,6;0;0;0;1396,6;0;1685,3;0;0;600;0;452,2;0;0;600;0;0;58,6;23,8;0
19-03-2019;20 - 21;5180,9;0;5100;0;1152,3;0;0;2049,2;388,6;0;1366,1;0;0;0;1366,1;0;1517,8;0;0;537,9;0;294,2;0;0;600;0;0;0;615;0
19-03-2019;21 - 22;5130,4;0;4638,9;0;1209,7;0;0;1060,3;243,8;0;1469,9;0;211,5;0;1681,4;0;1238,6;0;0;505,7;0;135,9;0;0;600;0;67;0;212,6;0
19-03-2019;22 - 23;4785,3;0;4174,3;0;1300;0;0;223,5;316,2;0;1470;0;68;0;1538;0;1197,8;0;0;425,3;0;45,9;0;0;600;0;0;55,5;0;0
19-03-2019;23 - 00;3583,8;0;2205,5;0;0;15,9;1178;0;316,2;0;1281;0;0;0;1281;0;539,8;0;0;0;40,1;0;0;0;600;0;0;205,8;0;261,7
20-03-2019;00 - 01;2098,4;0;906,6;0;0;886,5;1100;0;316,2;0;506;0;601,5;0;1107,5;0;0;0;230,7;0;0;0;0;0;510;0;0;238,6;0;230
20-03-2019;01 - 02;1762,2;0;462,1;0;0;883;1089;0;312,3;0;220,8;0;886,6;0;1107,4;0;0;0;550,7;0;264,3;0;0;0;129;0;0;258,5;0;179
20-03-2019;02 - 03;1372,1;0;408,4;0;0;750,6;1063;0;0;287,7;0;0;1138,7;0;1138,7;0;0;168,3;650;0;600;0;0;0;0;61,5;0;355;0;0
20-03-2019;03 - 04;1354,7;0;610,3;0;0;535,1;1036;0;0;366;0,1;0;1117;0;1117,1;0;0;158;650;0;600;0;0;0;0;18,9;0;346;0;0
20-03-2019;04 - 05;1615,2;0;810,7;0;0;902;1112;0;0;393;339,4;0;1200;0;1539,4;0;0;1,8;650;0;274,3;0;0;0;269,1;0;100;0;0;128
20-03-2019;05 - 06;2507;0;1782,3;0;0;931;866,2;0;0;405;1117,1;0;1200;0;2317,1;0;0;11,5;91,7;0;0;111,5;0;0;600;0;700;0;0;128
20-03-2019;06 - 07;4619,7;0;3997,5;0;429,2;0;155,5;0;0;405;1520;0;772,5;0;2292,5;0;618,4;0;0;543,9;0;353,3;0;0;600;0;700;0;472;0
20-03-2019;07 - 08;6075,4;0;4972,9;0;980;0;0;421,3;0;355,9;1520;0;1120,9;0;2640,9;0;1440,7;0;0;600;0;90,7;0;0;600;0;700;0;615;0
20-03-2019;08 - 09;5848;0;3657,5;0;297;0;475,8;0;0;436,5;1520;0;1200;0;2720;0;1299;0;0;579,6;0;21,6;0;0;600;0;700;0;15;0
20-03-2019;09 - 10;5488,5;0;2520,7;0;0;788,2;1093,4;0;0;436,7;1520;0;1200;0;2720;0;1140,3;0;0;454,6;0;29,4;0;0;600;0;700;0;0;0
20-03-2019;10 - 11;5266,2;0;2429,2;0;0;716;1125,1;0;0;718;1520;0;1200;0;2720;0;977,1;0;0;373,8;0;15,9;0;0;600;0;700;0;0;153
20-03-2019;11 - 12;4728,3;0;2546,6;0;0;592,1;553,8;0;0;740;1520;0;1200;0;2720;0;603,7;0;0;79,5;0;0;0;0;600;0;700;0;0;128
20-03-2019;12 - 13;4552,4;0;2545,3;0;0;539;628,5;0;0;740;1520;0;1197,2;0;2717,2;0;451,1;0;18,4;0;117,9;0;0;0;600;0;700;0;0;128
20-03-2019;13 - 14;4581,4;0;2189,3;0;0;936;1291,3;0;0;658,9;1520;0;1081,8;0;2601,8;0;424,1;0;47,1;0;131,3;0;0;0;600;0;700;0;0;128
20-03-2019;14 - 15;4662,7;0;2198,7;0;0;913,7;1331,4;0;0;253,8;1520;0;921,4;0;2441,4;0;457,9;0;2,6;0;100;0;0;0;600;0;700;0;0;153
20-03-2019;15 - 16;4894,6;0;2312,3;0;0;903,3;1466;0;0;0;1520;0;760,7;0;2280,7;0;604,6;0;0;92,7;0;0;0;0;600;0;700;0;0;46,5
20-03-2019;16 - 17;5521,1;0;3201,4;0;0;61,3;1322,1;0;60,4;0;1520;0;707;0;2227;0;787,7;0;0;378,5;0;128,5;0;0;600;0;700;0;0;0
20-03-2019;17 - 18;6425;0;4939,3;0;980;0;0;0,1;60,4;0;1490;0;981,2;0;2471,2;0;1254,7;0;0;600;0;86,5;0;0;600;0;700;0;600;0
20-03-2019;18 - 19;6475;0;5079,9;0;980;0;0;979,2;427,3;0;1490;0;1197,1;0;2687,1;0;1314,4;0;0;600;0;45,3;0;0;600;0;700;0;615;0
20-03-2019;19 - 20;6475;0;4528,5;0;980;0;177;0;680;0;1490;0;254,6;0;1744,6;0;1326,4;0;0;584,3;0;28,8;0;0;600;0;123,5;0;615;0
20-03-2019;20 - 21;6412;0;4280,4;0;980;0;804,1;0;680;0;1092,1;0;0;0;1092,1;0;1736,7;0;0;233,3;0;0;0;0;600;0;0;46,2;615;0
20-03-2019;21 - 22;5622,5;0;3627,4;0;980;0;1081;0;680;0;1005,1;0;0;0;1005,1;0;1188,3;0;0;219,8;0;0;0;0;240;0;0;128;615;0
20-03-2019;22 - 23;4492,8;0;2982,3;0;980;0;1004;0;680;0;782,7;0;0;0;782,7;0;697,2;0;73,8;0;242,9;0;0;0;0;10,8;0;335;614,9;0
20-03-2019;23 - 00;3105,1;0;2064,9;0;980;0;860;0;680;0;419,1;0;0;0;419,1;0;255,1;0;502,2;0;462,5;0;0;0;0;246;0;287;14,9;0
21-03-2019;00 - 01;1904,6;0;297;0;0;210,5;1084;0;667,9;0;0;0;367;0;367;0;0;89,2;650;0;600;0;0;0;0;310;0;362;0;325
21-03-2019;01 - 02;1414,5;0;564,3;0;0;264,5;1028;0;67,9;0;0;0;379,5;0;379,5;0;0;191,9;650;0;600;0;0;0;0;294;0;343;0;0
21-03-2019;02 - 03;1190,9;0;376,2;0;0;415,2;1039;0;0;138,9;0;0;626,2;0;626,2;0;0;209,6;650;0;600;0;0;0;0;297;0;347;0;0
21-03-2019;03 - 04;1006,7;0;232,7;0;0;712,2;1024;0;0;362;0;0;877,9;0;877,9;0;0;204,2;650;0;600;0;0;0;0;128;0;342;0;0
21-03-2019;04 - 05;1129,3;0;0;0;0;880;1084;0;0;383;236,8;0;1200;0;1436,8;0;0;336,5;650;0;600;0;0;0;0;0;0;238,4;0;307
21-03-2019;05 - 06;2117,5;0;975,6;0;0;980;1161,9;0;0;476;1206;0;1200;0;2406;0;0;365,3;466,8;0;0;32,8;0;0;366;0;361,6;0;0;281
21-03-2019;06 - 07;4449,5;0;3742,1;0;414,9;0;326,9;0;0;476;1509,9;0;925,9;0;2435,8;0;474,7;0;0;267,7;0;266,5;0;0;600;0;593,9;0;319;0
21-03-2019;07 - 08;5843,3;0;4970,7;0;980;0;0;753,7;0;101,9;1510;0;1200;0;2710;0;1226,1;0;0;436,6;0;34,7;0;0;600;0;700;0;615;0
21-03-2019;08 - 09;5886,8;0;4980,1;0;980;0;0;245,7;0;625,4;1510;0;1200;0;2710;0;1221;0;0;437,9;0;18,8;0;0;600;0;700;0;600;0
21-03-2019;09 - 10;5313,7;0;2996,6;0;0;296,9;1281,1;0;0;625,4;1510;0;1200;0;2710;0;998,6;0;0;78,8;0;0;0;0;600;0;700;0;0;0
21-03-2019;10 - 11;4389,5;0;2135;0;0;896,1;1290,8;0;0;625,4;1510;0;1200;0;2710;0;465,4;0;249,3;0;288,4;0;0;0;600;0;700;0;0;204
21-03-2019;11 - 12;3888,1;0;1967,1;0;0;979,4;1183,1;0;0;740;1510;0;1200;0;2710;0;146,3;0;438;0;308,8;0;0;0;600;0;700;0;0;179
21-03-2019;12 - 13;3643,6;0;1847,1;0;0;980;1219,7;0;0;740;1510;0;1200;0;2710;0;169,1;0;462,9;0;348,5;0;0;0;600;0;700;0;0;153
21-03-2019;13 - 14;3528,4;0;1757,8;0;0;980;1293,4;0;0;740;1510;0;1178,1;0;2688,1;0;120,9;0;537,5;0;415,3;0;0;0;600;0;700;0;0;153
21-03-2019;14 - 15;3618,6;0;1691,8;0;0;980;1470,6;0;0;476,6;1510;0;975,4;0;2485,4;0;128,2;0;547,2;0;434,6;0;0;0;600;0;700;0;0;153
21-03-2019;15 - 16;3723,2;0;1659,6;0;0;980;1552,7;0;0;69,1;1509,9;0;674,2;0;2184,1;0;137,7;0;545;0;447,5;0;0;0;600;0;700;0;0;179
21-03-2019;16 - 17;4385,7;0;2415,9;0;0;371,7;1591,1;0;0;0;1510;0;602,9;0;2112,9;0;342,3;0;343,8;0;312,3;0;0;0;600;0;700;0;0;0
21-03-2019;17 - 18;5798,4;0;4433,2;0;980;0;605,4;0;295,8;0;1510;0;523,9;0;2033,9;0;1184,5;0;0;45,7;0;0;0;0;600;0;700;0;600;0
21-03-2019;18 - 19;6434,7;0;4579,1;0;980;0;301,2;0;524,4;0;1510;0;840,7;0;2350,7;0;1287,6;0;0;387,5;0;0;0;0;600;0;700;0;615;0
21-03-2019;19 - 20;6280,2;0;3993,5;0;980;0;1314,6;0;680;0;1386,8;0;0;0;1386,8;0;1429,4;0;0;189,5;0;0;0;0;600;0;150,1;0;615;0
21-03-2019;20 - 21;6151;0;3757,6;0;976,3;0;1593,9;0;680;0;681;0;0;0;681;0;1721,9;0;85,9;0;277,7;0;0;0;600;0;0;0;615;0
21-03-2019;21 - 22;4943,7;0;3479;0;980;0;1044;0;680;0;458,6;0;0;0;458,6;0;1044,2;0;484;0;600;0;0;0;600;0;0;145,3;615;0
21-03-2019;22 - 23;3772,7;0;2781,1;0;980;0;779;0;680;0;283;0;0;0;283;0;506,6;0;650;0;600;0;0;0;130;0;0;260;615;0
21-03-2019;23 - 00;2969,8;0;2424,1;0;980;0;651;0;680;0;0;0;0;152,5;0;152,5;217,2;0;650;0;600;0;0;0;0;187;0;218;615;0
22-03-2019;00 - 01;2709,2;0;2369,2;0;980;0;975;0;680;0;0;0;0;664;0;664;277,8;0;650;0;597,7;0;0;0;0;271;0;326;615;0
22-03-2019;01 - 02;2581,7;0;2445,4;0;980;0;961;0;680;0;0;0;0;935,7;0;935,7;266,2;0;633,6;0;531,6;0;0;0;0;275;0;321;588,7;0
22-03-2019;02 - 03;2607,4;0;2189,4;0;980;0;1068;0;680;0;0;0;0;841,9;0;841,9;345,8;0;529,5;0;497,7;0;0;0;0;306;0;357;269,4;0
22-03-2019;03 - 04;2467,8;0;1483,7;0;136,4;0;1120;0;680;0;0;0,1;0;474,4;0;474,5;357,4;0;459,6;0;461,7;0;0;0;28;0;0;374;0;0
22-03-2019;04 - 05;2834,1;0;1172;0;0;732,3;1280;0;680;0;91,1;0;0;0;91,1;0;517,4;0;256,2;0;356,7;0;0;0;506;0;0;25,5;0;385
22-03-2019;05 - 06;3630,1;0;2336,2;0;0;530,3;560,1;0;680;0;749,4;0;0;0;749,4;0;512,3;0;0;17,9;0;87,1;0;0;600;0;239,2;0;15;0
22-03-2019;06 - 07;6098,7;0;4955,6;0;980;0;0;611,6;680;0;1354,5;0;0;0;1354,5;0;1814,8;0;0;600;0;345,7;0;0;600;0;309,2;0;615;0
22-03-2019;07 - 08;6244,8;0;5000;0;980;0;0;1347,1;620,8;0;1510;0;162,2;0;1672,2;0;1846,7;0;0;495,1;0;368,4;0;0;600;0;0;6,5;606,9;0
22-03-2019;08 - 09;5892,4;0;5100;0;980;0;0;1750,1;20,8;0;1510;0;599,9;0;2109,9;0;1590,6;0;0;457,3;0;212;0;0;600;0;283,1;0;361,2;0
22-03-2019;09 - 10;5604,3;0;5000,3;0;928,1;0;0;1749,8;0;0;1509,9;0;665,5;0;2175,4;0;1468,1;0;0;494,2;0;132,9;0;0;600;0;700;0;0;0
22-03-2019;10 - 11;4997,1;0;3087,9;0;0;314,4;0;449,1;0;0;1510;0;931,4;0;2441,4;0;1138,4;0;0;359,4;0;32,2;0;0;600;0;700;0;0;600
22-03-2019;11 - 12;4643,6;0;2876,6;0;0;443,9;173,6;0;0;579,2;1510;0;1030;0;2540;0;995,6;0;0;12,1;0;0;0;0;600;0;700;0;0;614
22-03-2019;12 - 13;4453,4;0;2912,9;0;0;235,3;391,2;0;0;740;1510;0;1189,7;0;2699,7;0;832;0;0;0;101,7;0;0;0;600;0;700;0;0;614
22-03-2019;13 - 14;4311,1;0;3031,1;0;0;0;570,2;0;0;740;1510;0;1200;0;2710;0;659,9;0;100,1;0;220,1;0;0;0;600;0;700;0;0;614
22-03-2019;14 - 15;4048,8;0;2335,3;0;0;559,5;1167,3;0;0;650,2;1510;0;1158,1;0;2668,1;0;392,3;0;252,9;0;234,6;0;0;0;600;0;700;0;0;614
22-03-2019;15 - 16;4207,8;0;2296,3;0;0;507,4;1240,4;0;0;289,7;1510;0;1116,8;0;2626,8;0;359,5;0;250,4;0;252,8;0;0;0;600;0;700;0;0;614
22-03-2019;16 - 17;5068,2;0;2912,2;0;0;404,2;1533,3;0;0;0;1510;0;955,3;0;2465,3;0;717,2;0;12,4;0;235,2;0;0;0;600;0;700;0;0;14
22-03-2019;17 - 18;6398,5;0;4934,8;0;980;0;581,1;0;357;0;1510;0;686,7;0;2196,7;0;1287,4;0;0;461,4;0;0;0;0;600;0;700;0;586;0
22-03-2019;18 - 19;6475;0;5025,4;0;980;0;335,3;0;485,1;0;1510;0;649,6;0;2159,6;0;1340,6;0;0;474,4;0;0;0;0;600;0;700;0;615;0
22-03-2019;19 - 20;6475;0;4298,5;0;980;0;1784,2;0;679,9;0;1169,7;0;0;75,9;1093,8;0;1577,2;0;0;251,8;0;0;0;0;600;0;100;0;615;0
22-03-2019;20 - 21;5689,3;0;4109,9;0;980;0;1600;0;680;0;448,2;0;0,1;0;448,3;0;1235,8;0;83,8;0;522,1;0;0;0;600;0;126,7;0;615;0
22-03-2019;21 - 22;4545,2;0;3864,2;0;980;0;1224;0;680;0;482,1;0;0;0;482,1;0;702,1;0;404,7;0;584,9;0;0;0;600;0;110,9;0;615;0
22-03-2019;22 - 23;3639,4;0;3575,3;0;980;0;906;0;680;0;578,4;0;0;0;578,4;0;501,1;0;650;0;600;0;0;0;600;0;0;15,8;615;0
22-03-2019;23 - 00;2813,4;0;3433,8;0;980;0;730;0;680;0;534,3;0;0;0;534,3;0;25,2;0;650;0;600;0;0;0;600;0;0;0;615;0
23-03-2019;00 - 01;2085,5;0;2922,4;0;980;0;1081;0;680;0;104,6;0;84,4;0;189;0;0;0;650;0;600;0;0;0;600;0;0;0;226,1;0
23-03-2019;01 - 02;1775,6;0;2896,6;0;980;0;1009;0;680;0;0;0;19,3;0;19,3;0;0;136,5;650;0;600;0;0;0;257,6;0;0;0;615;0
23-03-2019;02 - 03;1390,1;0;2661,3;0;980;0;953;0;680;0;0;0;0;0;0;0;0;378,3;650;0;600;0;0;0;93,2;0;0;0,1;615;0
23-03-2019;03 - 04;1238,4;0;2525,5;0;980;0;972;0;680;0;0;0;0;0;0;0;0;388,4;650;0;600;0;0;0;0;0;0;58,2;615;0
23-03-2019;04 - 05;1230;0;2475,6;0;980;0;1002;0;680;0;0;0;0;0;0;0;0;335,7;650;0;600;0;0;0;0;0;0;142,6;615;0
